Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
ERR6913119_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.00026303606750557634)	(11.0, 0.0009206262362695172)	(12.0, 0.0017097344387862466)	(13.0, 0.0026303606750557634)	(14.0, 0.0044716131475947985)	(15.0, 0.00802260005892008)	(16.0, 0.013283321409031606)	(17.0, 0.020385295231682168)	(18.0, 0.0334055805732082)	(19.0, 0.04642586591473423)	(20.0, 0.06865241361895542)	(21.0, 0.10087433188838853)	(22.0, 0.13756786330541643)	(23.0, 0.1845198013551618)	(24.0, 0.23449665418122131)	(25.0, 0.29433735953873996)	(26.0, 0.3875836454694668)	(27.0, 0.48464395437902447)	(28.0, 0.585518286267413)	(29.0, 0.7133538150751231)	(30.0, 0.845660957030428)	(31.0, 0.9837548924708556)	(32.0, 1.1331593788140228)	(33.0, 1.2654665207693279)	(34.0, 1.4046126004797777)	(35.0, 1.5711144312108076)	(36.0, 1.7127593535625607)	(37.0, 1.854667311981819)	(38.0, 1.9882896342746517)	(39.0, 2.1044200580783636)	(40.0, 2.1808320356887334)	(41.0, 2.2414618492487692)	(42.0, 2.331420184335676)	(43.0, 2.3756102436766127)	(44.0, 2.4077006439122934)	(45.0, 2.4746433230924625)	(46.0, 2.531459113673667)	(47.0, 2.593535625604983)	(48.0, 2.63207040949455)	(49.0, 2.678101721308026)	(50.0, 2.7279470561003323)	(51.0, 2.79765161398931)	(52.0, 2.8810340473885776)	(53.0, 2.93114241824839)	(54.0, 3.002030638441143)	(55.0, 3.0961975506081396)	(56.0, 3.173530154454779)	(57.0, 3.2046999284541897)	(58.0, 3.203910820251673)	(59.0, 3.2123279744118514)	(60.0, 3.1470950296704685)	(61.0, 2.970992382475485)	(62.0, 2.840526492992719)	(63.0, 2.6675802786078027)	(64.0, 2.413487437397416)	(65.0, 2.1847775767013173)	(66.0, 1.956988342241488)	(67.0, 1.7027639829973487)	(68.0, 1.4703716173561718)	(69.0, 1.2429769369976011)	(70.0, 1.027550397710534)	(71.0, 0.8635474096208071)	(72.0, 0.699149867429822)	(73.0, 0.5442216236690376)	(74.0, 0.42230440638020283)	(75.0, 0.3072261268465132)	(76.0, 0.21542653928706704)	(77.0, 0.15847923067210976)	(78.0, 0.1124479188586339)	(79.0, 0.07180884642902234)	(80.0, 0.0444530954084424)	(81.0, 0.02880244939186061)	(82.0, 0.018544042759143134)	(83.0, 0.01078447876772863)	(84.0, 0.005260721350111527)	(85.0, 0.003287950843819704)	(86.0, 0.0019727705062918227)	(87.0, 0.0011836623037750937)	(88.0, 0.0006575901687639409)	(89.0, 0.0005260721350111527)	(90.0, 0.0003945541012583645)	(91.0, 0.00013151803375278817)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
ERR6913119_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.00013152702880441932)	(10.0, 0.0005261081152176773)	(11.0, 0.0009206892016309352)	(12.0, 0.0011837432592397736)	(13.0, 0.0027620676048928055)	(14.0, 0.004471918979350256)	(15.0, 0.00762856767065632)	(16.0, 0.014467973168486123)	(17.0, 0.021438905695120344)	(18.0, 0.030251216625016442)	(19.0, 0.04406155464948047)	(20.0, 0.06839405497829804)	(21.0, 0.09930290674733658)	(22.0, 0.13862948835985794)	(23.0, 0.1819018808365119)	(24.0, 0.237143232934368)	(25.0, 0.314612652900171)	(26.0, 0.3919505458371695)	(27.0, 0.47191897935025645)	(28.0, 0.5785873997106405)	(29.0, 0.699197685124293)	(30.0, 0.8320399842167566)	(31.0, 0.9676443509141128)	(32.0, 1.1133762988294094)	(33.0, 1.2702880441930817)	(34.0, 1.4389056951203472)	(35.0, 1.6112061028541365)	(36.0, 1.7333947126134421)	(37.0, 1.855977903459161)	(38.0, 1.972379323951072)	(39.0, 2.0962777850848346)	(40.0, 2.1849270024990135)	(41.0, 2.2434565303169802)	(42.0, 2.3394712613442064)	(43.0, 2.3809022754175984)	(44.0, 2.4452189925029595)	(45.0, 2.534262791003551)	(46.0, 2.5387347099829016)	(47.0, 2.563724845455741)	(48.0, 2.6108115217677232)	(49.0, 2.647112981717743)	(50.0, 2.70774694199658)	(51.0, 2.823096146258056)	(52.0, 2.9035906878863607)	(53.0, 2.9330527423385506)	(54.0, 3.0131527028804417)	(55.0, 3.096014731027226)	(56.0, 3.142049191108773)	(57.0, 3.186636853873471)	(58.0, 3.211758516375115)	(59.0, 3.165329475207155)	(60.0, 3.0891753255293963)	(61.0, 2.976851242930422)	(62.0, 2.8292779166118636)	(63.0, 2.6522425358411152)	(64.0, 2.443246087070893)	(65.0, 2.211363935288702)	(66.0, 1.966460607654873)	(67.0, 1.715243982638432)	(68.0, 1.4732342496383006)	(69.0, 1.2602919900039458)	(70.0, 1.0612915954228594)	(71.0, 0.8537419439694858)	(72.0, 0.679731684861239)	(73.0, 0.5388662370117059)	(74.0, 0.407470735236091)	(75.0, 0.30330132842299096)	(76.0, 0.22057082730501118)	(77.0, 0.1592792318821518)	(78.0, 0.10758910956201499)	(79.0, 0.0674733657766671)	(80.0, 0.042614757332631856)	(81.0, 0.027752203077732473)	(82.0, 0.018150729975009865)	(83.0, 0.010127581217940287)	(84.0, 0.00565566223859003)	(85.0, 0.0028935946336972247)	(86.0, 0.0013152702880441932)	(87.0, 0.0010522162304353545)	(88.0, 0.0006576351440220966)	(89.0, 0.0005261081152176773)	(90.0, 0.0003945810864132579)	(91.0, 0.00013152702880441932)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
ERR6913146_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.00022486159768662388)	(12.0, 0.0006745847930598717)	(13.0, 0.002023754379179615)	(14.0, 0.00584640153985222)	(15.0, 0.010793356688957947)	(16.0, 0.014391142251943928)	(17.0, 0.023835329354782133)	(18.0, 0.035528132434486576)	(19.0, 0.05036899788180375)	(20.0, 0.0715059880643464)	(21.0, 0.10658439730345973)	(22.0, 0.14256225293331953)	(23.0, 0.1938306972058698)	(24.0, 0.282201305096713)	(25.0, 0.36944760499912305)	(26.0, 0.4652386456136248)	(27.0, 0.5830661228014157)	(28.0, 0.7251786525393621)	(29.0, 0.8888778956552242)	(30.0, 1.1045201678366965)	(31.0, 1.3572646036364617)	(32.0, 1.6174294721598856)	(33.0, 1.9252649993928739)	(34.0, 2.263007119118183)	(35.0, 2.6558403302767144)	(36.0, 3.0648635764686833)	(37.0, 3.4660166667416203)	(38.0, 3.891904532760086)	(39.0, 4.31127141244564)	(40.0, 4.639119621872737)	(41.0, 4.907604369510566)	(42.0, 5.052190376823066)	(43.0, 4.966518108104462)	(44.0, 4.7965227402533746)	(45.0, 4.534783840546144)	(46.0, 4.176579315431352)	(47.0, 3.740572677516988)	(48.0, 3.2998439460512055)	(49.0, 2.8896963918708036)	(50.0, 2.4626842178639046)	(51.0, 2.1532746594471104)	(52.0, 1.9218920754275743)	(53.0, 1.714119959165134)	(54.0, 1.5461483456932257)	(55.0, 1.4197761277933432)	(56.0, 1.3406248454076515)	(57.0, 1.2803619372276365)	(58.0, 1.248881313551509)	(59.0, 1.2288686313573995)	(60.0, 1.2061576099910505)	(61.0, 1.1683808615796976)	(62.0, 1.1292549435822252)	(63.0, 1.0590981251039986)	(64.0, 0.9761241955576342)	(65.0, 0.8875287260691044)	(66.0, 0.7872404535008701)	(67.0, 0.7049411087475659)	(68.0, 0.6208428712127685)	(69.0, 0.5275253081728196)	(70.0, 0.4351071915236172)	(71.0, 0.3550564627471791)	(72.0, 0.2891720146249983)	(73.0, 0.2381284319501347)	(74.0, 0.18033900134467234)	(75.0, 0.13041972665824184)	(76.0, 0.10253688854510049)	(77.0, 0.08072531356949797)	(78.0, 0.06273638575456807)	(79.0, 0.04092481077896555)	(80.0, 0.025184498940901873)	(81.0, 0.017764066217243288)	(82.0, 0.011018218286644569)	(83.0, 0.00697070952828534)	(84.0, 0.003148062367612734)	(85.0, 0.00044972319537324776)	(86.0, 0.00044972319537324776)	(87.0, 0.0008994463907464955)	(88.0, 0.0008994463907464955)	(89.0, 0.0008994463907464955)	(90.0, 0.00044972319537324776)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
ERR6913146_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.00022486564277843989)	(12.0, 0.0006745969283353196)	(13.0, 0.002023790785005959)	(14.0, 0.005396775426682557)	(15.0, 0.010793550853365114)	(16.0, 0.014391401137820153)	(17.0, 0.023835758134514627)	(18.0, 0.0377774279867779)	(19.0, 0.049920172696813654)	(20.0, 0.07375593083132828)	(21.0, 0.11378201524589059)	(22.0, 0.14841132423377032)	(23.0, 0.19046119943333858)	(24.0, 0.2678149805491219)	(25.0, 0.36023475973106067)	(26.0, 0.4697443277641609)	(27.0, 0.6006161318612129)	(28.0, 0.7326122641721572)	(29.0, 0.8785500663353646)	(30.0, 1.0885745766904276)	(31.0, 1.3590879449528908)	(32.0, 1.6246542690742283)	(33.0, 1.9291223493962357)	(34.0, 2.265071619707225)	(35.0, 2.6441950934316742)	(36.0, 3.0709900834251536)	(37.0, 3.4982348047041896)	(38.0, 3.923455735198219)	(39.0, 4.346203143621686)	(40.0, 4.6909221740010345)	(41.0, 4.848777855231499)	(42.0, 4.921409457848935)	(43.0, 4.903195340783881)	(44.0, 4.779519237255739)	(45.0, 4.522722673202761)	(46.0, 4.176204717681185)	(47.0, 3.810798048166221)	(48.0, 3.348024555328191)	(49.0, 2.89132243484518)	(50.0, 2.495334037912347)	(51.0, 2.1632074835285917)	(52.0, 1.9154055451867509)	(53.0, 1.7146005261856043)	(54.0, 1.5461761597445527)	(55.0, 1.4377909199253447)	(56.0, 1.3566144228823278)	(57.0, 1.2819590294798857)	(58.0, 1.245755660992557)	(59.0, 1.2234939623574914)	(60.0, 1.1998830698657552)	(61.0, 1.1625553731645342)	(62.0, 1.0948708146882238)	(63.0, 1.0409030604213982)	(64.0, 0.9954802005801533)	(65.0, 0.9113804501810168)	(66.0, 0.7915270625801083)	(67.0, 0.693710507971487)	(68.0, 0.5999415349328776)	(69.0, 0.4947044141125677)	(70.0, 0.4274695869218142)	(71.0, 0.3627082818016235)	(72.0, 0.30356861775089383)	(73.0, 0.24352949112905037)	(74.0, 0.1866384835061051)	(75.0, 0.14031616109374648)	(76.0, 0.1020890018214117)	(77.0, 0.08027703447190304)	(78.0, 0.059589395336286564)	(79.0, 0.03912662184344854)	(80.0, 0.024960086348406827)	(81.0, 0.01619032628004767)	(82.0, 0.010343819567808235)	(83.0, 0.007195700568910076)	(84.0, 0.0031481189988981583)	(85.0, 0.0006745969283353196)	(86.0, 0.0006745969283353196)	(87.0, 0.0008994625711137595)	(88.0, 0.0008994625711137595)	(89.0, 0.0006745969283353196)	(90.0, 0.00022486564277843989)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
ERR6913185_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0011152872422292362)	(10.0, 0.001672930863343854)	(11.0, 0.0005576436211146181)	(12.0, 0.001672930863343854)	(13.0, 0.0039035053478023267)	(14.0, 0.00557643621114618)	(15.0, 0.009479941558948508)	(16.0, 0.013941090527865452)	(17.0, 0.016729308633438543)	(18.0, 0.032900973645762464)	(19.0, 0.056879649353691046)	(20.0, 0.07528188885047343)	(21.0, 0.1053946443906628)	(22.0, 0.14387205424757146)	(23.0, 0.20800107067575255)	(24.0, 0.29443583194851836)	(25.0, 0.39815754547583726)	(26.0, 0.5046674771087293)	(27.0, 0.6173114885738822)	(28.0, 0.7818163568026946)	(29.0, 0.9234578365658075)	(30.0, 1.1035767261858291)	(31.0, 1.357862217414095)	(32.0, 1.6311075917602578)	(33.0, 1.9567714664911948)	(34.0, 2.3454490704080837)	(35.0, 2.741933685020577)	(36.0, 3.171319273278833)	(37.0, 3.6129730212016105)	(38.0, 4.007227061329646)	(39.0, 4.350177888315136)	(40.0, 4.867113525088387)	(41.0, 5.339995315793582)	(42.0, 5.571417418556149)	(43.0, 5.670677983114551)	(44.0, 5.561379833376086)	(45.0, 5.300960262315559)	(46.0, 4.954663573603382)	(47.0, 4.502414596879426)	(48.0, 3.944770975764808)	(49.0, 3.3425158649610207)	(50.0, 2.7659123607285054)	(51.0, 2.302510511582258)	(52.0, 1.8798166467773776)	(53.0, 1.5346352453074288)	(54.0, 1.268639238035756)	(55.0, 1.0584075928755452)	(56.0, 0.895018011888962)	(57.0, 0.8124867559639984)	(58.0, 0.7801434259393507)	(59.0, 0.7483577395358174)	(60.0, 0.6853440103498656)	(61.0, 0.6223302811639138)	(62.0, 0.6122926959838506)	(63.0, 0.5905445947603805)	(64.0, 0.5453754614500965)	(65.0, 0.5035521898665001)	(66.0, 0.46953592897850843)	(67.0, 0.4410961043016629)	(68.0, 0.3987151890969519)	(69.0, 0.33514381628988543)	(70.0, 0.2676689381350167)	(71.0, 0.2224998048247326)	(72.0, 0.1890411875578555)	(73.0, 0.13996854889976915)	(74.0, 0.10260642628508972)	(75.0, 0.07862775057716115)	(76.0, 0.05966786745926413)	(77.0, 0.04907263865808639)	(78.0, 0.0340162608879917)	(79.0, 0.023978675707928575)	(80.0, 0.021748101223470106)	(81.0, 0.015056377770094687)	(82.0, 0.007249367074490035)	(83.0, 0.00278821810557309)	(84.0, 0.00278821810557309)	(85.0, 0.001672930863343854)	(86.0, 0.0005576436211146181)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
ERR6913185_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0011152499275087547)	(10.0, 0.001672874891263132)	(11.0, 0.0005576249637543774)	(12.0, 0.001672874891263132)	(13.0, 0.003345749782526264)	(14.0, 0.006133874601298151)	(15.0, 0.01059487431133317)	(16.0, 0.013382999130105057)	(17.0, 0.01951687373140321)	(18.0, 0.031226997970245134)	(19.0, 0.059108246157964)	(20.0, 0.0836437445631566)	(21.0, 0.10929449289585795)	(22.0, 0.152231615104945)	(23.0, 0.21803136082796157)	(24.0, 0.30167510539111814)	(25.0, 0.39368322441059045)	(26.0, 0.511342091762764)	(27.0, 0.6418263332812884)	(28.0, 0.7583699507059531)	(29.0, 0.9117168157384069)	(30.0, 1.1314210514576317)	(31.0, 1.3868132848571364)	(32.0, 1.6817968906832022)	(33.0, 1.9488992483215488)	(34.0, 2.2884928512479648)	(35.0, 2.717306448375081)	(36.0, 3.1555996698860214)	(37.0, 3.598911516070751)	(38.0, 4.0505877367117975)	(39.0, 4.553565454018246)	(40.0, 4.931077554479959)	(41.0, 5.236098409653604)	(42.0, 5.50320076729195)	(43.0, 5.605803760622755)	(44.0, 5.5361006401534585)	(45.0, 5.294649030847813)	(46.0, 4.961189302522696)	(47.0, 4.49557245778779)	(48.0, 3.921776370084536)	(49.0, 3.347980282381282)	(50.0, 2.78979769366315)	(51.0, 2.312470724689403)	(52.0, 1.9087502509312337)	(53.0, 1.5591193986572391)	(54.0, 1.2775187919612785)	(55.0, 1.075658555082194)	(56.0, 0.8994490665358106)	(57.0, 0.7862511988936721)	(58.0, 0.7617157004884795)	(59.0, 0.7355073271920237)	(60.0, 0.6836482055628667)	(61.0, 0.6362500836437446)	(62.0, 0.6150603350210783)	(63.0, 0.568777463029465)	(64.0, 0.5325318403854304)	(65.0, 0.48624896839381704)	(66.0, 0.43940847143844936)	(67.0, 0.4321593469096424)	(68.0, 0.37862735038922224)	(69.0, 0.3083666049561707)	(70.0, 0.2665447326745924)	(71.0, 0.20966698637164588)	(72.0, 0.18122811322017263)	(73.0, 0.1550197399237169)	(74.0, 0.11375549260589299)	(75.0, 0.08531661945441973)	(76.0, 0.061338746012981504)	(77.0, 0.04795574688287645)	(78.0, 0.03513037271652577)	(79.0, 0.025650748332701357)	(80.0, 0.022304998550175092)	(81.0, 0.01505587402136819)	(82.0, 0.007249124528806905)	(83.0, 0.0039033747462806417)	(84.0, 0.001672874891263132)	(85.0, 0.001672874891263132)	(86.0, 0.001672874891263132)	(87.0, 0.0005576249637543774)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
ERR6913187_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0003854901507266489)	(9.0, 0.0003854901507266489)	(10.0, 0.0003854901507266489)	(11.0, 0.0011564704521799469)	(12.0, 0.00346941135653984)	(13.0, 0.0038549015072664892)	(14.0, 0.005011371959446436)	(15.0, 0.013492155275432712)	(16.0, 0.017732546933425852)	(17.0, 0.02120195828996569)	(18.0, 0.0377780347712116)	(19.0, 0.06013646351335723)	(20.0, 0.07979646120041632)	(21.0, 0.1071662619020084)	(22.0, 0.15265409968775298)	(23.0, 0.21625997455765006)	(24.0, 0.28487722138699356)	(25.0, 0.3519525076134305)	(26.0, 0.43830230137619985)	(27.0, 0.5666705215681739)	(28.0, 0.7231795227631934)	(29.0, 0.8808449944103928)	(30.0, 1.0500751705793918)	(31.0, 1.2655641648355884)	(32.0, 1.5149762923557302)	(33.0, 1.8191280212790564)	(34.0, 2.1548899425619674)	(35.0, 2.495663235804325)	(36.0, 2.8356655487452294)	(37.0, 3.1837631548513934)	(38.0, 3.580432519949115)	(39.0, 4.032612466751474)	(40.0, 4.41270575536795)	(41.0, 4.691029644192591)	(42.0, 4.9373578505069196)	(43.0, 5.0460660730118345)	(44.0, 5.073821363864154)	(45.0, 4.993253922362284)	(46.0, 4.793184534135153)	(47.0, 4.564974364904977)	(48.0, 4.255040283720751)	(49.0, 3.8151960217416443)	(50.0, 3.418141166493196)	(51.0, 3.066574149030492)	(52.0, 2.7007439959909023)	(53.0, 2.3938938360124897)	(54.0, 2.041170348097606)	(55.0, 1.7397170502293664)	(56.0, 1.503411587833931)	(57.0, 1.2775143595081144)	(58.0, 1.0909371265564165)	(59.0, 0.9610269457615358)	(60.0, 0.8519332331058942)	(61.0, 0.7054469758297676)	(62.0, 0.6036775760379323)	(63.0, 0.5385297405651286)	(64.0, 0.45102347635017925)	(65.0, 0.3773948575613893)	(66.0, 0.319571334952392)	(67.0, 0.2725415365637408)	(68.0, 0.2463282063143287)	(69.0, 0.20353879958367066)	(70.0, 0.16653174511391233)	(71.0, 0.14378782622104005)	(72.0, 0.11564704521799468)	(73.0, 0.08095293165259627)	(74.0, 0.06013646351335723)	(75.0, 0.05859450291045064)	(76.0, 0.046258818087197874)	(77.0, 0.02621333024941213)	(78.0, 0.016576076481245903)	(79.0, 0.015419606029065957)	(80.0, 0.010793724220346171)	(81.0, 0.005396862110173086)	(82.0, 0.00346941135653984)	(83.0, 0.003083921205813191)	(84.0, 0.0019274507536332446)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
ERR6913187_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.00038541883464761155)	(9.0, 0.00038541883464761155)	(10.0, 0.00038541883464761155)	(11.0, 0.0011562565039428345)	(12.0, 0.0030833506771808924)	(13.0, 0.0030833506771808924)	(14.0, 0.004239607181123727)	(15.0, 0.013489659212666405)	(16.0, 0.018114685228437743)	(17.0, 0.02235429240956147)	(18.0, 0.040083558803351606)	(19.0, 0.06513578305544634)	(20.0, 0.08247963061458888)	(21.0, 0.09789638400049334)	(22.0, 0.14684457600074)	(23.0, 0.21005326488294832)	(24.0, 0.2775015609462803)	(25.0, 0.366147892915231)	(26.0, 0.46635678992361)	(27.0, 0.5812116026485983)	(28.0, 0.7122540064287861)	(29.0, 0.8644944461145927)	(30.0, 1.0633705647927603)	(31.0, 1.2911530960694988)	(32.0, 1.555935835472408)	(33.0, 1.8442291237888213)	(34.0, 2.1475537466564916)	(35.0, 2.462826353398238)	(36.0, 2.7734739341242127)	(37.0, 3.1708407526459004)	(38.0, 3.6067494546323493)	(39.0, 4.083127134256797)	(40.0, 4.5032336640226935)	(41.0, 4.739109990827032)	(42.0, 4.944152810859561)	(43.0, 5.057080529411311)	(44.0, 5.108726653254092)	(45.0, 5.020080321285141)	(46.0, 4.827370903961334)	(47.0, 4.593421671330235)	(48.0, 4.157512969343786)	(49.0, 3.7998442907908028)	(50.0, 3.457206946789076)	(51.0, 3.0297774591648743)	(52.0, 2.6536086765488056)	(53.0, 2.3240755729250977)	(54.0, 1.9856778361044947)	(55.0, 1.6904470087644243)	(56.0, 1.4904146335823139)	(57.0, 1.2472153489196711)	(58.0, 1.0560476069344558)	(59.0, 0.9573803852646671)	(60.0, 0.8660361214531832)	(61.0, 0.7388479060194714)	(62.0, 0.6174409731054737)	(63.0, 0.5395863685066562)	(64.0, 0.4447733351833437)	(65.0, 0.3769396202853641)	(66.0, 0.32259556460005084)	(67.0, 0.2628556452296711)	(68.0, 0.23818883981222397)	(69.0, 0.21390745322942442)	(70.0, 0.1703551249142443)	(71.0, 0.14183413115032106)	(72.0, 0.11909441990611198)	(73.0, 0.08440672478782693)	(74.0, 0.06205243237826546)	(75.0, 0.05164612384277995)	(76.0, 0.03777104579546593)	(77.0, 0.02775015609462803)	(78.0, 0.023895967748151916)	(79.0, 0.017729266393790133)	(80.0, 0.009635470866190288)	(81.0, 0.005395863685066562)	(82.0, 0.0038541883464761157)	(83.0, 0.0030833506771808924)	(84.0, 0.0015416753385904462)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
ERR6913215_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0018153103273004522)	(13.0, 0.0036306206546009045)	(14.0, 0.0018153103273004522)	(15.0, 0.002722965490950678)	(16.0, 0.002722965490950678)	(17.0, 0.0036306206546009045)	(18.0, 0.012707172291103163)	(19.0, 0.019060758436654748)	(20.0, 0.02359903425490588)	(21.0, 0.030860275564107684)	(22.0, 0.04992103400076243)	(23.0, 0.05718227530996424)	(24.0, 0.06988944760106741)	(25.0, 0.10256503349247553)	(26.0, 0.14431717102038594)	(27.0, 0.20785303247590178)	(28.0, 0.25323579065841306)	(29.0, 0.2958955833499737)	(30.0, 0.3721386170965926)	(31.0, 0.45473523698876317)	(32.0, 0.5418701326991849)	(33.0, 0.674387786592118)	(34.0, 0.84321164703106)	(35.0, 0.9521302666690872)	(36.0, 1.0746637137618678)	(37.0, 1.2416722638735092)	(38.0, 1.390527710712146)	(39.0, 2.0685461179588653)	(40.0, 2.8418683173888577)	(41.0, 2.9054041788443734)	(42.0, 3.6642038956559624)	(43.0, 4.670793472144063)	(44.0, 5.038393813422404)	(45.0, 4.81874126381905)	(46.0, 4.967596710657687)	(47.0, 5.799008840561294)	(48.0, 6.173870423148838)	(49.0, 5.529435256957177)	(50.0, 4.401219888539946)	(51.0, 3.7840143772577925)	(52.0, 3.3565087951785357)	(53.0, 2.9680323851362393)	(54.0, 2.556864596002687)	(55.0, 2.4052861836730988)	(56.0, 2.32904314992648)	(57.0, 2.1320819794143806)	(58.0, 1.9378437743932324)	(59.0, 1.799880189518398)	(60.0, 1.6682701907891153)	(61.0, 1.5675204676239403)	(62.0, 1.4667707444587652)	(63.0, 1.3324377802385319)	(64.0, 1.2207961951095538)	(65.0, 1.1055239893259752)	(66.0, 1.0047742661608001)	(67.0, 0.9348848185597327)	(68.0, 0.847749922849311)	(69.0, 0.7261241309201808)	(70.0, 0.6317279939005573)	(71.0, 0.5391471672082342)	(72.0, 0.45564289215241344)	(73.0, 0.3612467551327899)	(74.0, 0.29771089367727416)	(75.0, 0.25505110098571354)	(76.0, 0.1878846188755968)	(77.0, 0.13160999872928275)	(78.0, 0.08985786120137237)	(79.0, 0.06898179243741717)	(80.0, 0.05536696498266378)	(81.0, 0.0417521375279104)	(82.0, 0.019968413600304973)	(83.0, 0.007261241309201809)	(84.0, 0.0036306206546009045)	(85.0, 0.0009076551636502261)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
